Date,Year,Study,Time,Temp,Soil moisture,Precipitation,RH%,Soil temp
10-29,2022,Fall 2022,19:00,14.15,0.153,0.00,44.67,11.10
10-29,2022,Fall 2022,20:00,10.29,0.153,0.00,58.49,10.75
10-29,2022,Fall 2022,21:00,7.86,0.153,0.00,68.34,10.35
10-29,2022,Fall 2022,22:00,6.07,0.152,0.00,76.75,9.95
10-29,2022,Fall 2022,23:00,4.54,0.152,0.00,83.90,9.59
10-29,2022,Fall 2022,24:00,3.54,0.152,0.00,89.40,9.24
10-30,2022,Fall 2022,01:00,2.48,0.152,0.00,95.20,8.92
10-30,2022,Fall 2022,02:00,2.05,0.151,0.00,97.90,8.63
10-30,2022,Fall 2022,03:00,1.42,0.151,0.00,99.30,8.37
10-30,2022,Fall 2022,04:00,0.87,0.151,0.00,99.90,8.12
10-30,2022,Fall 2022,05:00,0.48,0.151,0.00,99.90,7.90
10-30,2022,Fall 2022,06:00,0.03,0.151,0.00,99.90,7.70
10-30,2022,Fall 2022,07:00,-0.19,0.151,0.00,99.90,7.50
10-30,2022,Fall 2022,08:00,0.52,0.151,0.00,99.90,7.36
10-30,2022,Fall 2022,09:00,1.71,0.151,0.00,100.00,7.29
10-30,2022,Fall 2022,10:00,4.80,0.151,0.00,99.90,7.30
10-30,2022,Fall 2022,11:00,9.33,0.152,0.00,87.10,7.54
10-30,2022,Fall 2022,12:00,13.38,0.152,0.00,67.21,8.14
10-30,2022,Fall 2022,13:00,15.10,0.152,0.00,58.77,8.90
10-30,2022,Fall 2022,14:00,15.40,0.152,0.00,57.02,9.57
10-30,2022,Fall 2022,15:00,15.45,0.152,0.00,55.80,9.97
10-30,2022,Fall 2022,16:00,15.24,0.152,0.00,57.34,10.19
10-30,2022,Fall 2022,17:00,15.37,0.152,0.00,57.80,10.38
10-30,2022,Fall 2022,18:00,14.96,0.152,0.00,59.94,10.52
10-30,2022,Fall 2022,19:00,13.73,0.152,0.00,63.59,10.52
10-30,2022,Fall 2022,20:00,12.35,0.152,0.00,70.01,10.41
10-30,2022,Fall 2022,21:00,11.58,0.152,0.00,71.69,10.27
10-30,2022,Fall 2022,22:00,10.60,0.152,0.00,75.88,10.08
10-30,2022,Fall 2022,23:00,10.79,0.152,0.00,75.72,9.92
10-30,2022,Fall 2022,24:00,10.03,0.152,0.00,81.00,9.82
10-31,2022,Fall 2022,01:00,10.25,0.151,0.00,80.60,9.75
10-31,2022,Fall 2022,02:00,10.73,0.152,0.00,80.70,9.71
10-31,2022,Fall 2022,03:00,10.93,0.152,0.00,85.30,9.70
10-31,2022,Fall 2022,04:00,10.63,0.152,1.78,98.40,9.73
10-31,2022,Fall 2022,05:00,10.34,0.161,3.81,100.00,9.79
10-31,2022,Fall 2022,06:00,10.14,0.164,1.52,100.00,9.85
10-31,2022,Fall 2022,07:00,10.14,0.166,0.51,100.00,9.89
10-31,2022,Fall 2022,08:00,10.29,0.168,0.51,100.00,9.93
10-31,2022,Fall 2022,09:00,10.44,0.169,0.25,100.00,9.98
10-31,2022,Fall 2022,10:00,10.86,0.169,0.25,100.00,10.04
10-31,2022,Fall 2022,11:00,11.61,0.170,0.00,100.00,10.16
10-31,2022,Fall 2022,12:00,12.62,0.171,0.00,100.00,10.40
10-31,2022,Fall 2022,13:00,13.51,0.172,0.00,100.00,10.74
10-31,2022,Fall 2022,14:00,14.38,0.173,0.00,99.90,11.12
10-31,2022,Fall 2022,15:00,14.84,0.174,0.00,99.00,11.48
10-31,2022,Fall 2022,16:00,14.53,0.174,0.00,99.90,11.69
10-31,2022,Fall 2022,17:00,14.09,0.175,0.00,100.00,11.78
10-31,2022,Fall 2022,18:00,14.14,0.175,0.00,100.00,11.82
10-31,2022,Fall 2022,19:00,14.03,0.176,0.00,100.00,11.86
10-31,2022,Fall 2022,20:00,13.70,0.176,0.00,100.00,11.84
10-31,2022,Fall 2022,21:00,13.45,0.176,0.00,100.00,11.80
10-31,2022,Fall 2022,22:00,13.07,0.177,0.00,100.00,11.75
10-31,2022,Fall 2022,23:00,13.17,0.177,0.00,100.00,11.69
10-31,2022,Fall 2022,24:00,13.12,0.177,0.00,100.00,11.67
11-01,2022,Fall 2022,01:00,13.06,0.177,0.00,100.00,11.65
11-01,2022,Fall 2022,02:00,12.96,0.177,0.00,100.00,11.62
11-01,2022,Fall 2022,03:00,11.98,0.177,0.00,100.00,11.56
11-01,2022,Fall 2022,04:00,11.93,0.177,0.00,100.00,11.42
11-01,2022,Fall 2022,05:00,11.71,0.178,0.00,100.00,11.35
11-01,2022,Fall 2022,06:00,10.20,0.177,0.00,100.00,11.27
11-01,2022,Fall 2022,07:00,9.63,0.177,0.00,100.00,11.09
11-01,2022,Fall 2022,08:00,9.64,0.178,0.00,100.00,10.96
11-01,2022,Fall 2022,09:00,9.69,0.178,0.00,100.00,10.92
11-01,2022,Fall 2022,10:00,9.89,0.178,0.00,100.00,10.92
11-01,2022,Fall 2022,11:00,10.77,0.178,0.00,99.70,10.99
11-01,2022,Fall 2022,12:00,12.60,0.178,0.00,89.60,11.19
11-01,2022,Fall 2022,13:00,15.39,0.178,0.00,72.62,11.58
11-01,2022,Fall 2022,14:00,17.23,0.178,0.00,62.07,12.24
11-01,2022,Fall 2022,15:00,18.47,0.178,0.00,54.20,12.94
11-01,2022,Fall 2022,16:00,18.96,0.178,0.00,49.93,13.45
11-01,2022,Fall 2022,17:00,18.97,0.178,0.00,46.49,13.60
11-01,2022,Fall 2022,18:00,18.36,0.177,0.00,45.72,13.53
11-01,2022,Fall 2022,19:00,16.09,0.177,0.00,50.67,13.32
11-01,2022,Fall 2022,20:00,11.65,0.176,0.00,71.40,12.97
11-01,2022,Fall 2022,21:00,9.35,0.176,0.00,83.80,12.56
11-01,2022,Fall 2022,22:00,7.84,0.176,0.00,94.10,12.16
11-01,2022,Fall 2022,23:00,6.56,0.176,0.00,99.60,11.79
11-01,2022,Fall 2022,24:00,5.47,0.175,0.00,100.00,11.43
11-02,2022,Fall 2022,01:00,4.83,0.175,0.00,100.00,11.10
11-02,2022,Fall 2022,02:00,4.13,0.175,0.00,100.00,10.78
11-02,2022,Fall 2022,03:00,3.38,0.175,0.00,100.00,10.48
11-02,2022,Fall 2022,04:00,2.98,0.175,0.00,99.90,10.20
11-02,2022,Fall 2022,05:00,2.73,0.175,0.00,99.90,9.93
11-02,2022,Fall 2022,06:00,2.47,0.174,0.00,99.90,9.68
11-02,2022,Fall 2022,07:00,2.28,0.174,0.00,100.00,9.45
11-02,2022,Fall 2022,08:00,2.38,0.174,0.00,100.00,9.24
11-02,2022,Fall 2022,09:00,2.76,0.174,0.00,100.00,9.04
11-02,2022,Fall 2022,10:00,6.45,0.175,0.00,98.60,8.91
11-02,2022,Fall 2022,11:00,11.40,0.175,0.00,82.60,9.02
11-02,2022,Fall 2022,12:00,15.58,0.176,0.00,63.96,9.47
11-02,2022,Fall 2022,13:00,17.27,0.175,0.00,54.58,10.21
11-02,2022,Fall 2022,14:00,18.24,0.175,0.00,50.14,11.06
11-02,2022,Fall 2022,15:00,18.95,0.175,0.00,47.19,11.85
11-02,2022,Fall 2022,16:00,19.71,0.175,0.00,41.36,12.46
11-02,2022,Fall 2022,17:00,19.59,0.175,0.00,41.21,12.69
11-02,2022,Fall 2022,18:00,18.91,0.175,0.00,43.74,12.69
11-02,2022,Fall 2022,19:00,16.00,0.174,0.00,53.41,12.52
11-02,2022,Fall 2022,20:00,11.58,0.174,0.00,71.41,12.21
11-02,2022,Fall 2022,21:00,9.46,0.173,0.00,81.80,11.83
11-02,2022,Fall 2022,22:00,8.68,0.173,0.00,85.50,11.47
11-02,2022,Fall 2022,23:00,9.58,0.173,0.00,83.40,11.15
11-02,2022,Fall 2022,24:00,7.96,0.173,0.00,94.30,10.85
11-03,2022,Fall 2022,01:00,6.71,0.172,0.00,99.70,10.58
11-03,2022,Fall 2022,02:00,6.76,0.172,0.00,99.90,10.33
11-03,2022,Fall 2022,03:00,6.61,0.172,0.00,100.00,10.11
11-03,2022,Fall 2022,04:00,6.01,0.172,0.00,100.00,9.91
11-03,2022,Fall 2022,05:00,6.90,0.172,0.00,100.00,9.72
11-03,2022,Fall 2022,06:00,6.71,0.172,0.00,100.00,9.55
11-03,2022,Fall 2022,07:00,7.63,0.172,0.00,100.00,9.39
11-03,2022,Fall 2022,08:00,8.23,0.172,0.00,100.00,9.26
11-03,2022,Fall 2022,09:00,8.70,0.172,0.00,100.00,9.18
11-03,2022,Fall 2022,10:00,10.39,0.172,0.00,99.40,9.18
11-03,2022,Fall 2022,11:00,13.41,0.173,0.00,87.40,9.37
11-03,2022,Fall 2022,12:00,15.86,0.173,0.00,73.57,9.82
11-03,2022,Fall 2022,13:00,18.03,0.173,0.00,63.09,10.51
11-03,2022,Fall 2022,14:00,19.83,0.173,0.00,54.49,11.32
11-03,2022,Fall 2022,15:00,21.10,0.173,0.00,47.38,12.13
11-03,2022,Fall 2022,16:00,21.07,0.173,0.00,46.10,12.72
11-03,2022,Fall 2022,17:00,21.06,0.173,0.00,45.05,12.94
11-03,2022,Fall 2022,18:00,20.17,0.172,0.00,46.95,12.93
11-03,2022,Fall 2022,19:00,18.16,0.172,0.00,57.55,12.78
11-03,2022,Fall 2022,20:00,16.30,0.172,0.00,68.46,12.57
11-03,2022,Fall 2022,21:00,15.62,0.172,0.00,70.98,12.34
11-03,2022,Fall 2022,22:00,15.18,0.171,0.00,72.09,12.13
11-03,2022,Fall 2022,23:00,14.94,0.171,0.00,70.95,11.95
11-03,2022,Fall 2022,24:00,14.34,0.171,0.00,71.73,11.80
11-04,2022,Fall 2022,01:00,13.84,0.171,0.00,73.44,11.65
11-04,2022,Fall 2022,02:00,13.01,0.171,0.00,76.77,11.50
11-04,2022,Fall 2022,03:00,12.24,0.171,0.00,80.20,11.36
11-04,2022,Fall 2022,04:00,10.38,0.170,0.00,89.20,11.19
11-04,2022,Fall 2022,05:00,9.21,0.170,0.00,96.00,10.99
11-04,2022,Fall 2022,06:00,11.29,0.170,0.00,86.20,10.77
11-04,2022,Fall 2022,07:00,13.05,0.170,0.00,78.11,10.64
11-04,2022,Fall 2022,08:00,13.20,0.170,0.00,76.95,10.59
11-04,2022,Fall 2022,09:00,14.25,0.170,0.00,72.54,10.59
11-04,2022,Fall 2022,10:00,16.29,0.170,0.00,64.45,10.67
11-04,2022,Fall 2022,11:00,18.53,0.171,0.00,58.65,10.94
11-04,2022,Fall 2022,12:00,19.11,0.170,0.00,57.43,11.35
11-04,2022,Fall 2022,13:00,19.88,0.170,0.00,55.68,11.76
11-04,2022,Fall 2022,14:00,20.99,0.170,0.00,53.84,12.20
11-04,2022,Fall 2022,15:00,21.16,0.170,0.00,54.36,12.65
11-04,2022,Fall 2022,16:00,20.70,0.170,0.00,57.64,12.84
11-04,2022,Fall 2022,17:00,20.89,0.170,0.00,57.56,12.93
11-04,2022,Fall 2022,18:00,21.41,0.170,0.00,55.74,13.03
11-04,2022,Fall 2022,19:00,20.87,0.169,0.00,57.51,13.09
11-04,2022,Fall 2022,20:00,20.12,0.169,0.00,60.74,13.08
11-04,2022,Fall 2022,21:00,19.83,0.169,0.00,61.62,13.05
11-04,2022,Fall 2022,22:00,19.52,0.169,0.00,62.54,13.02
11-04,2022,Fall 2022,23:00,19.38,0.169,0.00,62.18,12.99
11-04,2022,Fall 2022,24:00,19.29,0.169,0.00,61.34,12.96
11-05,2022,Fall 2022,01:00,19.09,0.169,0.00,60.74,12.93
11-05,2022,Fall 2022,02:00,18.87,0.169,0.00,60.20,12.89
11-05,2022,Fall 2022,03:00,18.82,0.169,0.00,58.96,12.85
11-05,2022,Fall 2022,04:00,18.98,0.168,0.00,57.10,12.81
11-05,2022,Fall 2022,05:00,18.65,0.168,0.00,57.72,12.77
11-05,2022,Fall 2022,06:00,18.47,0.168,0.00,57.88,12.72
11-05,2022,Fall 2022,07:00,18.00,0.168,0.00,58.14,12.69
11-05,2022,Fall 2022,08:00,17.36,0.168,0.00,58.53,12.68
11-05,2022,Fall 2022,09:00,17.77,0.168,0.00,56.01,12.64
11-05,2022,Fall 2022,10:00,17.95,0.168,0.00,56.98,12.61
11-05,2022,Fall 2022,11:00,16.90,0.168,0.25,67.63,12.65
11-05,2022,Fall 2022,12:00,16.06,0.169,0.25,78.25,12.71
11-05,2022,Fall 2022,13:00,16.46,0.169,0.00,79.52,12.77
11-05,2022,Fall 2022,14:00,17.67,0.169,0.00,73.58,12.91
11-05,2022,Fall 2022,15:00,19.12,0.169,0.00,67.04,13.07
11-05,2022,Fall 2022,16:00,20.01,0.169,0.00,62.50,13.25
11-05,2022,Fall 2022,17:00,20.50,0.169,0.00,60.03,13.40
11-05,2022,Fall 2022,18:00,19.81,0.169,0.00,61.88,13.49
11-05,2022,Fall 2022,19:00,18.98,0.168,0.00,57.21,13.49
11-05,2022,Fall 2022,20:00,18.81,0.168,0.00,50.71,13.38
11-05,2022,Fall 2022,21:00,17.21,0.168,0.00,51.74,13.22
11-05,2022,Fall 2022,22:00,14.34,0.167,0.00,62.14,13.02
11-05,2022,Fall 2022,23:00,12.49,0.167,0.00,68.46,12.76
11-05,2022,Fall 2022,24:00,11.01,0.167,0.00,68.70,12.49
11-06,2022,Fall 2022,01:00,9.65,0.166,0.00,73.64,12.20
11-06,2022,Fall 2022,02:00,8.79,0.166,0.00,74.73,11.91
11-06,2022,Fall 2022,03:00,7.04,0.165,0.00,76.78,11.35
11-06,2022,Fall 2022,04:00,6.45,0.165,0.00,79.81,11.08
11-06,2022,Fall 2022,05:00,5.99,0.165,0.00,81.60,10.82
11-06,2022,Fall 2022,06:00,5.89,0.165,0.00,81.20,10.58
11-06,2022,Fall 2022,07:00,5.94,0.165,0.00,80.20,10.37
11-06,2022,Fall 2022,08:00,6.12,0.165,0.00,79.37,10.19
11-06,2022,Fall 2022,09:00,7.38,0.165,0.00,75.68,10.07
11-06,2022,Fall 2022,10:00,9.21,0.165,0.00,72.37,10.07
11-06,2022,Fall 2022,11:00,12.15,0.165,0.00,58.31,10.24
11-06,2022,Fall 2022,12:00,14.02,0.165,0.00,45.42,10.66
11-06,2022,Fall 2022,13:00,14.85,0.165,0.00,39.33,11.06
11-06,2022,Fall 2022,14:00,16.42,0.165,0.00,35.07,11.35
11-06,2022,Fall 2022,15:00,17.54,0.164,0.00,31.63,11.69
10-14,2021,Fall 2022,14:00,24.33,0.205,0.00,74.47,18.90
10-14,2021,Fall 2022,15:00,24.00,0.205,0.00,75.09,19.37
10-14,2021,Fall 2022,16:00,21.39,0.209,3.30,91.30,19.43
10-14,2021,Fall 2022,17:00,19.76,0.213,0.25,93.10,19.38
10-14,2021,Fall 2022,18:00,18.69,0.212,0.00,75.86,19.32
10-14,2021,Fall 2022,19:00,17.55,0.212,0.00,79.87,19.12
10-14,2021,Fall 2022,20:00,16.86,0.212,0.00,78.44,18.85
10-14,2021,Fall 2022,21:00,15.60,0.212,0.00,84.80,18.53
10-14,2021,Fall 2022,22:00,14.80,0.212,0.00,89.10,18.18
10-14,2021,Fall 2022,23:00,14.45,0.212,0.00,91.50,17.84
10-14,2021,Fall 2022,24:00,14.12,0.212,0.00,93.90,17.56
10-15,2021,Fall 2022,01:00,14.10,0.212,0.00,95.70,17.34
10-15,2021,Fall 2022,02:00,12.80,0.212,0.00,98.80,17.13
10-15,2021,Fall 2022,03:00,12.75,0.212,0.00,100.00,16.87
10-15,2021,Fall 2022,04:00,13.15,0.211,0.00,99.80,16.68
10-15,2021,Fall 2022,05:00,13.26,0.211,0.00,99.90,16.54
10-15,2021,Fall 2022,06:00,13.30,0.211,0.00,100.00,16.43
10-15,2021,Fall 2022,07:00,13.55,0.211,0.00,100.00,16.34
10-15,2021,Fall 2022,08:00,13.76,0.211,0.00,100.00,16.28
10-15,2021,Fall 2022,09:00,13.84,0.212,0.51,100.00,16.22
10-15,2021,Fall 2022,10:00,14.10,0.213,0.00,99.30,16.18
10-15,2021,Fall 2022,11:00,14.52,0.213,0.00,93.60,16.26
10-15,2021,Fall 2022,12:00,14.60,0.213,0.00,87.50,16.47
10-15,2021,Fall 2022,13:00,14.63,0.213,0.00,84.20,16.71
10-15,2021,Fall 2022,14:00,15.07,0.213,0.00,81.80,16.93
10-15,2021,Fall 2022,15:00,15.22,0.213,0.00,80.70,17.13
10-15,2021,Fall 2022,16:00,15.90,0.213,0.00,78.88,17.26
10-15,2021,Fall 2022,17:00,15.56,0.213,0.00,79.70,17.38
10-15,2021,Fall 2022,18:00,14.19,0.214,1.02,91.40,17.32
10-15,2021,Fall 2022,19:00,13.86,0.219,3.05,99.60,17.14
10-15,2021,Fall 2022,20:00,13.68,0.224,0.25,100.00,16.89
10-15,2021,Fall 2022,21:00,13.72,0.225,0.00,99.40,16.67
10-15,2021,Fall 2022,22:00,13.52,0.226,0.00,97.40,16.50
10-15,2021,Fall 2022,23:00,13.25,0.227,0.00,99.00,16.35
10-15,2021,Fall 2022,24:00,13.11,0.227,0.00,100.00,16.19
10-16,2021,Fall 2022,01:00,12.69,0.227,0.25,98.50,16.04
10-16,2021,Fall 2022,02:00,11.64,0.228,0.76,97.00,15.86
10-16,2021,Fall 2022,03:00,10.15,0.231,1.27,95.10,15.61
10-16,2021,Fall 2022,04:00,9.77,0.233,0.51,97.50,15.33
10-16,2021,Fall 2022,05:00,9.73,0.234,0.25,96.60,15.09
10-16,2021,Fall 2022,06:00,9.73,0.235,0.25,99.20,14.89
10-16,2021,Fall 2022,07:00,9.77,0.234,0.00,99.50,14.73
10-16,2021,Fall 2022,08:00,9.75,0.233,0.00,95.80,14.55
10-16,2021,Fall 2022,09:00,9.17,0.232,0.00,89.50,14.29
10-16,2021,Fall 2022,10:00,10.11,0.231,0.00,79.01,14.02
10-16,2021,Fall 2022,11:00,11.29,0.230,0.00,70.26,13.91
10-16,2021,Fall 2022,12:00,12.12,0.229,0.00,62.80,14.13
10-16,2021,Fall 2022,13:00,12.59,0.228,0.00,59.37,14.61
10-16,2021,Fall 2022,14:00,12.16,0.227,0.00,64.45,15.05
10-16,2021,Fall 2022,15:00,12.22,0.227,0.00,62.82,15.12
10-16,2021,Fall 2022,16:00,11.18,0.226,0.00,66.20,15.13
10-16,2021,Fall 2022,17:00,10.80,0.225,0.00,67.88,14.89
10-16,2021,Fall 2022,18:00,10.78,0.224,0.00,66.30,14.58
10-16,2021,Fall 2022,19:00,10.34,0.223,0.00,66.91,14.26
10-16,2021,Fall 2022,20:00,10.02,0.223,0.00,72.09,13.96
10-16,2021,Fall 2022,21:00,9.94,0.222,0.00,73.88,13.72
10-16,2021,Fall 2022,22:00,9.76,0.222,0.00,75.81,13.54
10-16,2021,Fall 2022,23:00,9.56,0.221,0.00,77.65,13.39
10-16,2021,Fall 2022,24:00,8.78,0.221,0.00,83.10,13.25
10-17,2021,Fall 2022,01:00,8.00,0.220,0.00,85.70,13.05
10-17,2021,Fall 2022,02:00,7.26,0.220,0.00,86.40,12.79
10-17,2021,Fall 2022,03:00,7.27,0.219,0.00,82.00,12.51
10-17,2021,Fall 2022,04:00,7.22,0.219,0.00,79.61,12.25
10-17,2021,Fall 2022,05:00,7.10,0.219,0.00,78.98,12.00
10-17,2021,Fall 2022,06:00,6.99,0.218,0.00,81.20,11.81
10-17,2021,Fall 2022,07:00,7.19,0.218,0.00,81.30,11.68
10-17,2021,Fall 2022,08:00,6.96,0.218,0.00,84.00,11.59
10-17,2021,Fall 2022,09:00,7.30,0.218,0.00,83.50,11.54
10-17,2021,Fall 2022,10:00,9.61,0.218,0.00,75.81,11.54
10-17,2021,Fall 2022,11:00,12.51,0.218,0.00,61.08,11.68
10-17,2021,Fall 2022,12:00,14.42,0.218,0.00,46.24,12.20
10-17,2021,Fall 2022,13:00,15.04,0.218,0.00,41.28,13.03
10-17,2021,Fall 2022,14:00,15.78,0.217,0.00,41.07,13.91
10-17,2021,Fall 2022,15:00,15.79,0.216,0.00,40.86,14.62
10-17,2021,Fall 2022,16:00,16.11,0.216,0.00,40.05,14.87
10-17,2021,Fall 2022,17:00,16.51,0.215,0.00,38.57,14.75
10-17,2021,Fall 2022,18:00,15.64,0.215,0.00,40.28,14.55
10-17,2021,Fall 2022,19:00,14.50,0.214,0.00,44.79,14.24
10-17,2021,Fall 2022,20:00,12.62,0.213,0.00,54.03,13.81
10-17,2021,Fall 2022,21:00,11.27,0.213,0.00,60.60,13.41
10-17,2021,Fall 2022,22:00,9.48,0.212,0.00,69.52,13.04
10-17,2021,Fall 2022,23:00,7.29,0.212,0.00,82.30,12.67
10-17,2021,Fall 2022,24:00,7.20,0.211,0.00,82.80,12.31
10-18,2021,Fall 2022,01:00,7.42,0.211,0.00,83.10,11.99
10-18,2021,Fall 2022,02:00,8.34,0.211,0.00,82.20,11.73
10-18,2021,Fall 2022,03:00,9.30,0.211,0.00,78.87,11.52
10-18,2021,Fall 2022,04:00,9.00,0.211,0.00,81.20,11.37
10-18,2021,Fall 2022,05:00,6.80,0.210,0.00,91.80,11.21
10-18,2021,Fall 2022,06:00,4.70,0.210,0.00,99.10,11.00
10-18,2021,Fall 2022,07:00,3.93,0.210,0.00,99.90,10.77
10-18,2021,Fall 2022,08:00,3.45,0.209,0.00,100.00,10.53
10-18,2021,Fall 2022,09:00,4.72,0.209,0.00,99.70,10.31
10-18,2021,Fall 2022,10:00,8.48,0.210,0.00,88.10,10.21
10-18,2021,Fall 2022,11:00,12.61,0.210,0.00,68.31,10.43
10-18,2021,Fall 2022,12:00,15.27,0.211,0.00,50.47,11.15
10-18,2021,Fall 2022,13:00,16.63,0.211,0.00,42.93,12.30
10-18,2021,Fall 2022,14:00,17.68,0.210,0.00,40.24,13.55
10-18,2021,Fall 2022,15:00,18.90,0.210,0.00,35.79,14.69
10-18,2021,Fall 2022,16:00,19.53,0.210,0.00,34.37,15.48
10-18,2021,Fall 2022,17:00,19.72,0.209,0.00,34.63,15.59
10-18,2021,Fall 2022,18:00,19.22,0.209,0.00,34.47,15.39
10-18,2021,Fall 2022,19:00,16.84,0.208,0.00,45.79,15.13
10-18,2021,Fall 2022,20:00,12.32,0.208,0.00,68.31,14.71
10-18,2021,Fall 2022,21:00,9.83,0.207,0.00,82.10,14.22
10-18,2021,Fall 2022,22:00,8.29,0.207,0.00,90.10,13.72
10-18,2021,Fall 2022,23:00,7.05,0.206,0.00,96.00,13.26
10-18,2021,Fall 2022,24:00,6.12,0.206,0.00,98.40,12.82
10-19,2021,Fall 2022,01:00,5.43,0.206,0.00,99.20,12.44
10-19,2021,Fall 2022,02:00,5.08,0.205,0.00,99.80,12.09
10-19,2021,Fall 2022,03:00,4.72,0.205,0.00,99.90,11.78
10-19,2021,Fall 2022,04:00,4.62,0.205,0.00,100.00,11.50
10-19,2021,Fall 2022,05:00,4.44,0.205,0.00,100.00,11.25
10-19,2021,Fall 2022,06:00,4.35,0.204,0.00,100.00,11.02
10-19,2021,Fall 2022,07:00,5.12,0.204,0.00,99.80,10.81
10-19,2021,Fall 2022,08:00,8.10,0.204,0.00,88.00,10.63
10-19,2021,Fall 2022,09:00,9.22,0.205,0.00,84.60,10.52
10-19,2021,Fall 2022,10:00,11.81,0.205,0.00,75.97,10.54
10-19,2021,Fall 2022,11:00,14.62,0.205,0.00,70.70,10.81
10-19,2021,Fall 2022,12:00,17.10,0.205,0.00,64.80,11.50
10-19,2021,Fall 2022,13:00,18.84,0.206,0.00,59.03,12.60
10-19,2021,Fall 2022,14:00,20.48,0.205,0.00,53.02,13.91
10-19,2021,Fall 2022,15:00,21.44,0.205,0.00,49.51,14.99
10-19,2021,Fall 2022,16:00,22.22,0.205,0.00,46.20,15.71
10-19,2021,Fall 2022,17:00,22.25,0.205,0.00,43.80,15.92
10-19,2021,Fall 2022,18:00,21.26,0.204,0.00,46.67,15.85
10-19,2021,Fall 2022,19:00,18.94,0.204,0.00,54.95,15.63
10-19,2021,Fall 2022,20:00,15.08,0.203,0.00,72.64,15.27
10-19,2021,Fall 2022,21:00,12.60,0.203,0.00,86.30,14.84
10-19,2021,Fall 2022,22:00,13.67,0.203,0.00,77.88,14.43
10-19,2021,Fall 2022,23:00,12.80,0.202,0.00,79.25,14.04
10-19,2021,Fall 2022,24:00,11.89,0.202,0.00,80.70,13.67
10-20,2021,Fall 2022,01:00,12.65,0.202,0.00,73.18,13.34
10-20,2021,Fall 2022,02:00,12.52,0.202,0.00,71.73,13.09
10-20,2021,Fall 2022,03:00,11.40,0.202,0.00,75.78,12.86
10-20,2021,Fall 2022,04:00,9.73,0.201,0.00,83.70,12.60
10-20,2021,Fall 2022,05:00,8.48,0.201,0.00,92.10,12.35
10-20,2021,Fall 2022,06:00,9.40,0.201,0.00,85.70,12.10
10-20,2021,Fall 2022,07:00,9.86,0.201,0.00,83.20,11.90
10-20,2021,Fall 2022,08:00,10.06,0.201,0.00,83.60,11.75
10-20,2021,Fall 2022,09:00,10.54,0.201,0.00,81.70,11.65
10-20,2021,Fall 2022,10:00,12.44,0.201,0.00,74.88,11.62
10-20,2021,Fall 2022,11:00,14.63,0.201,0.00,69.36,11.85
10-20,2021,Fall 2022,12:00,16.72,0.201,0.00,64.20,12.50
10-20,2021,Fall 2022,13:00,18.71,0.201,0.00,57.37,13.45
10-20,2021,Fall 2022,14:00,20.04,0.201,0.00,51.27,14.67
10-20,2021,Fall 2022,15:00,20.98,0.201,0.00,48.03,15.81
10-20,2021,Fall 2022,16:00,21.70,0.201,0.00,44.60,16.59
10-20,2021,Fall 2022,17:00,22.05,0.201,0.00,43.95,16.74
10-20,2021,Fall 2022,18:00,20.96,0.200,0.00,47.59,16.62
10-20,2021,Fall 2022,19:00,18.73,0.200,0.00,61.80,16.43
10-20,2021,Fall 2022,20:00,17.56,0.200,0.00,66.84,16.17
10-20,2021,Fall 2022,21:00,15.66,0.200,0.00,79.71,15.88
10-20,2021,Fall 2022,22:00,15.15,0.199,0.00,81.10,15.60
10-20,2021,Fall 2022,23:00,15.57,0.199,0.00,76.27,15.36
10-20,2021,Fall 2022,24:00,16.31,0.199,0.00,71.05,15.14
10-21,2021,Fall 2022,01:00,16.01,0.199,0.00,71.98,14.95
10-21,2021,Fall 2022,02:00,14.66,0.199,0.00,79.03,14.74
10-21,2021,Fall 2022,03:00,15.45,0.199,0.00,75.66,14.55
10-21,2021,Fall 2022,04:00,15.82,0.199,0.25,75.02,14.43
10-21,2021,Fall 2022,05:00,14.17,0.201,1.27,91.20,14.37
10-21,2021,Fall 2022,06:00,13.92,0.204,0.00,95.00,14.31
10-21,2021,Fall 2022,07:00,14.18,0.204,0.00,93.90,14.26
10-21,2021,Fall 2022,08:00,13.86,0.204,0.00,95.60,14.19
10-21,2021,Fall 2022,09:00,14.16,0.204,0.00,93.90,14.06
10-21,2021,Fall 2022,10:00,14.75,0.204,0.00,92.00,14.01
10-21,2021,Fall 2022,11:00,16.14,0.204,0.00,82.10,14.09
10-21,2021,Fall 2022,12:00,15.96,0.203,0.00,74.75,14.40
10-21,2021,Fall 2022,13:00,15.36,0.203,0.00,68.49,14.66
10-21,2021,Fall 2022,14:00,13.82,0.203,0.00,75.74,14.88
10-21,2021,Fall 2022,15:00,12.88,0.202,0.00,80.50,14.82
10-21,2021,Fall 2022,16:00,11.85,0.202,0.00,91.80,14.67
10-21,2021,Fall 2022,17:00,11.16,0.202,0.00,96.70,14.50
10-21,2021,Fall 2022,18:00,11.02,0.202,0.25,97.80,14.33
10-21,2021,Fall 2022,19:00,10.88,0.202,0.00,97.50,14.15
10-21,2021,Fall 2022,20:00,10.29,0.203,0.51,98.80,13.96
10-21,2021,Fall 2022,21:00,9.09,0.203,0.00,97.70,13.74
10-21,2021,Fall 2022,22:00,8.34,0.203,0.00,89.90,13.49
10-21,2021,Fall 2022,23:00,7.40,0.203,0.00,82.70,13.20
