Date,Year,Study,Time,Temp,Soil moisture,Precipitation,RH%,Soil temp
05-19,2022,Spring 2023,15:00,21.60,0.215,0.00,68.82,18.46
05-19,2022,Spring 2023,16:00,22.08,0.214,0.00,68.24,18.91
05-19,2022,Spring 2023,17:00,23.71,0.214,0.00,62.37,18.93
05-19,2022,Spring 2023,18:00,23.96,0.213,0.00,59.96,18.97
05-19,2022,Spring 2023,19:00,23.07,0.213,0.00,65.40,18.80
05-19,2022,Spring 2023,20:00,22.45,0.213,0.00,70.65,18.42
05-19,2022,Spring 2023,21:00,22.41,0.213,0.00,71.65,18.07
05-19,2022,Spring 2023,22:00,21.46,0.213,0.00,70.53,17.70
05-19,2022,Spring 2023,23:00,20.54,0.212,0.00,69.90,17.24
05-19,2022,Spring 2023,24:00,20.82,0.212,0.00,67.44,16.78
05-20,2022,Spring 2023,01:00,20.60,0.212,0.00,74.13,16.41
05-20,2022,Spring 2023,02:00,20.35,0.212,0.00,81.20,16.16
05-20,2022,Spring 2023,03:00,20.07,0.212,0.00,84.40,16.01
05-20,2022,Spring 2023,04:00,19.54,0.212,0.00,85.80,15.89
05-20,2022,Spring 2023,05:00,18.89,0.212,0.00,88.70,15.71
05-20,2022,Spring 2023,06:00,17.66,0.212,0.00,94.40,15.48
05-20,2022,Spring 2023,07:00,17.40,0.212,0.00,97.00,15.23
05-20,2022,Spring 2023,08:00,18.66,0.212,0.00,91.20,15.06
05-20,2022,Spring 2023,09:00,19.89,0.212,0.00,85.80,15.21
05-20,2022,Spring 2023,10:00,20.85,0.213,0.00,82.00,15.65
05-20,2022,Spring 2023,11:00,22.25,0.213,0.00,77.73,16.45
05-20,2022,Spring 2023,12:00,23.93,0.212,0.00,73.71,17.58
05-20,2022,Spring 2023,13:00,25.26,0.212,0.00,71.62,18.96
05-20,2022,Spring 2023,14:00,26.53,0.212,0.00,69.73,19.92
05-20,2022,Spring 2023,15:00,27.52,0.212,0.00,65.61,20.75
05-20,2022,Spring 2023,16:00,28.44,0.211,0.00,61.98,21.14
05-20,2022,Spring 2023,17:00,28.50,0.210,0.00,61.25,21.14
05-20,2022,Spring 2023,18:00,28.67,0.210,0.00,60.67,20.97
05-20,2022,Spring 2023,19:00,28.59,0.209,0.00,57.61,20.79
05-20,2022,Spring 2023,20:00,28.21,0.209,0.00,57.74,20.57
05-20,2022,Spring 2023,21:00,27.56,0.209,0.00,57.46,20.25
05-20,2022,Spring 2023,22:00,26.89,0.208,0.00,57.80,19.83
05-20,2022,Spring 2023,23:00,26.55,0.208,0.00,57.28,19.43
05-20,2022,Spring 2023,24:00,25.96,0.208,0.00,59.74,19.07
05-21,2022,Spring 2023,01:00,23.53,0.208,0.00,70.97,18.77
05-21,2022,Spring 2023,02:00,21.36,0.208,0.00,81.20,18.47
05-21,2022,Spring 2023,03:00,20.02,0.207,0.00,86.40,18.17
05-21,2022,Spring 2023,04:00,17.83,0.208,2.03,89.40,17.89
05-21,2022,Spring 2023,05:00,17.08,0.216,4.57,98.90,17.58
05-21,2022,Spring 2023,06:00,16.89,0.222,0.00,99.90,17.28
05-21,2022,Spring 2023,07:00,16.95,0.222,0.00,100.00,17.07
05-21,2022,Spring 2023,08:00,15.69,0.222,0.00,96.80,16.91
05-21,2022,Spring 2023,09:00,15.30,0.224,1.78,97.90,16.77
05-21,2022,Spring 2023,10:00,14.83,0.228,1.78,99.10,16.59
05-21,2022,Spring 2023,11:00,14.96,0.232,0.00,97.70,16.37
05-21,2022,Spring 2023,12:00,16.53,0.232,0.00,86.50,16.60
05-21,2022,Spring 2023,13:00,17.91,0.232,0.00,74.17,17.44
05-21,2022,Spring 2023,14:00,17.89,0.232,0.00,70.22,18.43
05-21,2022,Spring 2023,15:00,17.57,0.232,0.25,73.94,18.52
05-21,2022,Spring 2023,16:00,17.58,0.234,0.25,77.09,18.35
05-21,2022,Spring 2023,17:00,18.01,0.234,0.00,65.86,18.48
05-21,2022,Spring 2023,18:00,18.02,0.234,0.00,67.31,18.57
05-21,2022,Spring 2023,19:00,17.91,0.233,0.00,66.33,18.54
05-21,2022,Spring 2023,20:00,16.17,0.233,0.00,73.56,18.36
05-21,2022,Spring 2023,21:00,15.38,0.233,0.00,79.00,17.93
05-21,2022,Spring 2023,22:00,14.99,0.233,0.00,80.30,17.47
05-21,2022,Spring 2023,23:00,14.57,0.233,0.00,81.30,17.06
05-21,2022,Spring 2023,24:00,14.43,0.232,0.00,81.40,16.69
05-22,2022,Spring 2023,01:00,14.09,0.232,0.00,81.90,16.37
05-22,2022,Spring 2023,02:00,13.75,0.232,0.00,85.80,16.09
05-22,2022,Spring 2023,03:00,13.41,0.232,0.00,88.20,15.84
05-22,2022,Spring 2023,04:00,12.92,0.232,0.00,92.60,15.58
05-22,2022,Spring 2023,05:00,12.23,0.232,0.51,99.60,15.35
05-22,2022,Spring 2023,06:00,11.77,0.232,0.00,98.90,15.14
05-22,2022,Spring 2023,07:00,11.59,0.233,0.00,98.50,14.92
05-22,2022,Spring 2023,08:00,11.64,0.233,0.00,98.80,14.74
05-22,2022,Spring 2023,09:00,11.86,0.233,0.00,96.00,14.66
05-22,2022,Spring 2023,10:00,12.53,0.233,0.00,88.70,14.66
05-22,2022,Spring 2023,11:00,13.15,0.233,0.00,82.90,14.86
05-22,2022,Spring 2023,12:00,13.94,0.233,0.00,78.67,15.20
05-22,2022,Spring 2023,13:00,14.95,0.233,0.00,72.34,15.69
05-22,2022,Spring 2023,14:00,15.78,0.232,0.00,61.46,16.51
05-22,2022,Spring 2023,15:00,16.13,0.232,0.00,55.00,17.34
05-22,2022,Spring 2023,16:00,15.95,0.232,0.00,52.42,17.71
05-22,2022,Spring 2023,17:00,15.77,0.231,0.00,48.42,17.53
05-22,2022,Spring 2023,18:00,15.11,0.231,0.00,46.50,17.26
05-22,2022,Spring 2023,19:00,14.06,0.230,0.00,47.39,16.95
05-22,2022,Spring 2023,20:00,13.14,0.230,0.00,48.81,16.44
05-22,2022,Spring 2023,21:00,12.44,0.229,0.00,50.24,15.87
05-22,2022,Spring 2023,22:00,11.48,0.229,0.00,56.06,15.29
05-22,2022,Spring 2023,23:00,10.61,0.229,0.00,61.51,14.75
05-22,2022,Spring 2023,24:00,9.22,0.228,0.00,70.84,14.26
05-23,2022,Spring 2023,01:00,7.37,0.228,0.00,84.40,13.77
05-23,2022,Spring 2023,02:00,6.01,0.228,0.00,93.90,13.28
05-23,2022,Spring 2023,03:00,6.59,0.227,0.00,85.90,12.81
05-23,2022,Spring 2023,04:00,7.07,0.228,0.00,79.57,12.41
05-23,2022,Spring 2023,05:00,6.46,0.227,0.00,83.10,12.09
05-23,2022,Spring 2023,06:00,5.98,0.227,0.00,86.20,11.79
05-23,2022,Spring 2023,07:00,5.89,0.227,0.00,85.50,11.51
05-23,2022,Spring 2023,08:00,6.88,0.227,0.00,83.50,11.29
05-23,2022,Spring 2023,09:00,8.57,0.227,0.00,79.45,11.25
05-23,2022,Spring 2023,10:00,10.63,0.227,0.00,71.37,11.50
05-23,2022,Spring 2023,11:00,11.86,0.228,0.00,64.27,12.37
05-23,2022,Spring 2023,12:00,12.61,0.228,0.00,62.79,13.78
05-23,2022,Spring 2023,13:00,12.59,0.227,0.00,58.45,14.82
05-23,2022,Spring 2023,14:00,13.50,0.227,0.00,55.92,15.34
05-23,2022,Spring 2023,15:00,14.04,0.227,0.00,52.25,15.85
05-23,2022,Spring 2023,16:00,14.77,0.227,0.00,50.31,16.40
05-23,2022,Spring 2023,17:00,14.82,0.227,0.00,50.81,16.64
05-23,2022,Spring 2023,18:00,14.89,0.226,0.00,51.44,16.68
05-23,2022,Spring 2023,19:00,14.55,0.226,0.00,52.20,16.74
05-23,2022,Spring 2023,20:00,14.20,0.226,0.00,53.63,16.54
05-23,2022,Spring 2023,21:00,13.29,0.225,0.00,59.76,16.07
05-23,2022,Spring 2023,22:00,11.84,0.225,0.00,69.88,15.46
05-23,2022,Spring 2023,23:00,11.87,0.225,0.00,67.30,14.90
05-23,2022,Spring 2023,24:00,11.05,0.225,0.00,71.74,14.40
05-24,2022,Spring 2023,01:00,10.05,0.225,0.00,76.64,13.94
05-24,2022,Spring 2023,02:00,8.02,0.224,0.00,87.80,13.47
05-24,2022,Spring 2023,03:00,8.52,0.224,0.00,77.79,13.04
05-24,2022,Spring 2023,04:00,8.23,0.224,0.00,75.05,12.69
05-24,2022,Spring 2023,05:00,7.23,0.224,0.00,78.11,12.39
05-24,2022,Spring 2023,06:00,5.58,0.224,0.00,89.50,12.04
05-24,2022,Spring 2023,07:00,5.04,0.224,0.00,91.40,11.65
05-24,2022,Spring 2023,08:00,6.85,0.224,0.00,81.90,11.35
05-24,2022,Spring 2023,09:00,9.08,0.224,0.00,64.89,11.32
05-24,2022,Spring 2023,10:00,11.50,0.224,0.00,50.77,11.59
05-24,2022,Spring 2023,11:00,13.52,0.224,0.00,43.63,12.36
05-24,2022,Spring 2023,12:00,15.14,0.224,0.00,39.92,13.86
05-24,2022,Spring 2023,13:00,15.99,0.224,0.00,36.50,15.75
05-24,2022,Spring 2023,14:00,16.74,0.224,0.00,34.36,17.62
05-24,2022,Spring 2023,15:00,17.40,0.223,0.00,36.06,19.13
05-24,2022,Spring 2023,16:00,18.19,0.223,0.00,35.76,19.80
05-24,2022,Spring 2023,17:00,18.69,0.222,0.00,36.19,19.42
05-24,2022,Spring 2023,18:00,18.96,0.222,0.00,37.43,19.19
05-24,2022,Spring 2023,19:00,19.26,0.222,0.00,40.09,19.06
05-24,2022,Spring 2023,20:00,19.05,0.221,0.00,42.05,18.72
05-24,2022,Spring 2023,21:00,17.88,0.221,0.00,47.10,18.10
05-24,2022,Spring 2023,22:00,15.20,0.220,0.00,58.40,17.35
05-24,2022,Spring 2023,23:00,13.75,0.220,0.00,63.78,16.62
05-24,2022,Spring 2023,24:00,12.61,0.220,0.00,68.20,15.97
05-25,2022,Spring 2023,01:00,12.05,0.220,0.00,71.84,15.39
05-25,2022,Spring 2023,02:00,12.05,0.220,0.00,70.80,14.90
05-25,2022,Spring 2023,03:00,11.33,0.220,0.00,71.32,14.48
05-25,2022,Spring 2023,04:00,10.45,0.219,0.00,74.65,14.08
05-25,2022,Spring 2023,05:00,10.24,0.219,0.00,75.39,13.72
05-25,2022,Spring 2023,06:00,10.39,0.219,0.00,76.23,13.42
05-25,2022,Spring 2023,07:00,10.68,0.219,0.00,78.00,13.17
05-25,2022,Spring 2023,08:00,12.12,0.219,0.00,78.42,13.04
05-25,2022,Spring 2023,09:00,14.21,0.219,0.00,79.44,13.15
05-25,2022,Spring 2023,10:00,16.53,0.219,0.00,77.46,13.51
05-25,2022,Spring 2023,11:00,16.76,0.220,0.51,85.10,14.03
05-25,2022,Spring 2023,12:00,16.36,0.223,1.52,96.30,14.41
05-25,2022,Spring 2023,13:00,16.78,0.225,0.25,95.90,14.68
05-25,2022,Spring 2023,14:00,17.48,0.226,0.00,94.20,14.98
05-25,2022,Spring 2023,15:00,17.62,0.227,0.76,97.30,15.31
05-25,2022,Spring 2023,16:00,17.89,0.229,0.51,98.20,15.61
05-25,2022,Spring 2023,17:00,18.28,0.230,0.00,94.10,15.94
05-25,2022,Spring 2023,18:00,19.23,0.230,0.00,90.50,16.22
05-25,2022,Spring 2023,19:00,20.45,0.230,0.00,85.90,16.61
05-25,2022,Spring 2023,20:00,20.50,0.230,0.00,84.20,16.84
05-25,2022,Spring 2023,21:00,20.03,0.230,0.00,84.40,16.78
05-25,2022,Spring 2023,22:00,19.32,0.230,0.00,86.80,16.59
05-25,2022,Spring 2023,23:00,18.51,0.233,3.05,94.00,16.36
05-25,2022,Spring 2023,24:00,17.83,0.236,0.25,99.70,16.18
05-26,2022,Spring 2023,01:00,18.12,0.238,0.76,100.00,16.02
05-26,2022,Spring 2023,02:00,18.63,0.239,0.25,99.90,15.90
05-26,2022,Spring 2023,03:00,18.91,0.240,0.00,100.00,15.81
05-26,2022,Spring 2023,04:00,18.95,0.240,0.00,100.00,15.72
05-26,2022,Spring 2023,05:00,19.08,0.241,0.00,100.00,15.65
05-26,2022,Spring 2023,06:00,19.23,0.241,0.00,99.80,15.62
05-26,2022,Spring 2023,07:00,19.63,0.241,0.00,97.00,15.62
05-26,2022,Spring 2023,08:00,20.00,0.241,0.00,93.90,15.68
05-26,2022,Spring 2023,09:00,20.28,0.241,0.00,92.00,15.82
05-26,2022,Spring 2023,10:00,20.95,0.241,0.00,87.20,16.04
05-26,2022,Spring 2023,11:00,21.66,0.241,0.00,84.20,16.49
05-26,2022,Spring 2023,12:00,21.70,0.241,0.00,83.20,17.03
05-26,2022,Spring 2023,13:00,21.93,0.242,0.00,82.60,17.32
05-26,2022,Spring 2023,14:00,22.84,0.242,0.00,77.15,17.65
05-15,2021,Spring 2023,12:00,19.87,0.141,0.00,24.09,14.85
05-15,2021,Spring 2023,13:00,20.70,0.141,0.00,23.01,16.62
05-15,2021,Spring 2023,14:00,20.70,0.141,0.00,22.52,18.02
05-15,2021,Spring 2023,15:00,20.91,0.141,0.00,22.76,18.78
05-15,2021,Spring 2023,16:00,20.65,0.141,0.00,23.14,19.10
05-15,2021,Spring 2023,17:00,20.24,0.141,0.00,23.69,18.90
05-15,2021,Spring 2023,18:00,20.00,0.141,0.00,25.41,18.49
05-15,2021,Spring 2023,19:00,19.10,0.141,0.00,28.82,18.14
05-15,2021,Spring 2023,20:00,17.97,0.140,0.00,32.08,17.78
05-15,2021,Spring 2023,21:00,16.13,0.140,0.00,42.34,17.29
05-15,2021,Spring 2023,22:00,14.68,0.140,0.00,50.32,16.74
05-15,2021,Spring 2023,23:00,13.53,0.140,0.00,57.92,16.20
05-15,2021,Spring 2023,24:00,13.74,0.140,0.00,55.68,15.73
05-16,2021,Spring 2023,01:00,12.98,0.139,0.00,64.83,15.31
05-16,2021,Spring 2023,02:00,10.73,0.140,0.25,91.60,14.94
05-16,2021,Spring 2023,03:00,10.94,0.139,0.00,84.30,14.56
05-16,2021,Spring 2023,04:00,10.29,0.139,0.00,94.80,14.18
05-16,2021,Spring 2023,05:00,10.51,0.139,0.00,90.00,13.87
05-16,2021,Spring 2023,06:00,10.51,0.140,0.51,88.60,13.60
05-16,2021,Spring 2023,07:00,10.34,0.140,0.00,90.40,13.32
05-16,2021,Spring 2023,08:00,10.50,0.140,0.00,90.10,13.07
05-16,2021,Spring 2023,09:00,11.12,0.140,0.00,86.90,12.91
05-16,2021,Spring 2023,10:00,12.16,0.140,0.00,82.00,12.92
05-16,2021,Spring 2023,11:00,12.99,0.140,0.00,77.90,13.16
05-16,2021,Spring 2023,12:00,14.09,0.140,0.00,72.21,13.46
05-16,2021,Spring 2023,13:00,15.70,0.140,0.00,61.98,14.02
05-16,2021,Spring 2023,14:00,17.68,0.140,0.00,51.74,14.98
05-16,2021,Spring 2023,15:00,19.02,0.141,0.00,44.40,16.53
05-16,2021,Spring 2023,16:00,19.19,0.141,0.00,43.49,17.68
05-16,2021,Spring 2023,17:00,19.51,0.141,0.00,43.29,17.88
05-16,2021,Spring 2023,18:00,19.93,0.141,0.00,44.51,17.89
05-16,2021,Spring 2023,19:00,20.17,0.140,0.00,43.44,18.05
05-16,2021,Spring 2023,20:00,19.45,0.140,0.00,45.97,18.11
05-16,2021,Spring 2023,21:00,17.41,0.140,0.00,56.06,17.67
05-16,2021,Spring 2023,22:00,14.70,0.139,0.00,67.46,16.97
05-16,2021,Spring 2023,23:00,12.99,0.139,0.00,75.46,16.19
05-16,2021,Spring 2023,24:00,12.32,0.139,0.00,76.67,15.48
05-17,2021,Spring 2023,01:00,11.83,0.138,0.00,77.66,14.86
05-17,2021,Spring 2023,02:00,11.19,0.138,0.00,78.20,14.37
05-17,2021,Spring 2023,03:00,11.11,0.138,0.00,71.71,13.91
05-17,2021,Spring 2023,04:00,10.28,0.138,0.00,75.69,13.46
05-17,2021,Spring 2023,05:00,9.80,0.138,0.00,77.74,13.06
05-17,2021,Spring 2023,06:00,8.95,0.137,0.00,84.10,12.69
05-17,2021,Spring 2023,07:00,9.37,0.137,0.00,82.60,12.35
05-17,2021,Spring 2023,08:00,11.33,0.138,0.00,75.85,12.14
05-17,2021,Spring 2023,09:00,14.24,0.138,0.00,66.58,12.31
05-17,2021,Spring 2023,10:00,16.87,0.138,0.00,59.37,12.95
05-17,2021,Spring 2023,11:00,19.46,0.138,0.00,53.29,14.07
05-17,2021,Spring 2023,12:00,21.39,0.139,0.00,45.35,15.53
05-17,2021,Spring 2023,13:00,22.36,0.139,0.00,39.58,17.03
05-17,2021,Spring 2023,14:00,22.86,0.139,0.00,37.11,18.60
05-17,2021,Spring 2023,15:00,23.09,0.139,0.00,35.51,20.00
05-17,2021,Spring 2023,16:00,23.53,0.139,0.00,34.82,20.63
05-17,2021,Spring 2023,17:00,23.87,0.139,0.00,32.70,20.66
05-17,2021,Spring 2023,18:00,23.61,0.139,0.00,34.53,20.58
05-17,2021,Spring 2023,19:00,23.22,0.139,0.00,36.95,20.49
05-17,2021,Spring 2023,20:00,22.43,0.139,0.00,40.07,20.25
05-17,2021,Spring 2023,21:00,21.29,0.139,0.00,43.99,19.73
05-17,2021,Spring 2023,22:00,17.87,0.138,0.00,58.06,19.05
05-17,2021,Spring 2023,23:00,14.54,0.138,0.00,73.23,18.25
05-17,2021,Spring 2023,24:00,13.17,0.137,0.00,78.37,17.45
05-18,2021,Spring 2023,01:00,11.48,0.137,0.00,87.90,16.71
05-18,2021,Spring 2023,02:00,10.83,0.137,0.00,91.60,16.02
05-18,2021,Spring 2023,03:00,9.79,0.137,0.00,96.70,15.41
05-18,2021,Spring 2023,04:00,9.25,0.136,0.00,98.50,14.84
05-18,2021,Spring 2023,05:00,8.52,0.136,0.00,99.50,14.31
05-18,2021,Spring 2023,06:00,7.86,0.136,0.00,100.00,13.82
05-18,2021,Spring 2023,07:00,7.87,0.136,0.00,100.00,13.37
05-18,2021,Spring 2023,08:00,10.97,0.136,0.00,91.10,13.04
05-18,2021,Spring 2023,09:00,16.48,0.136,0.00,72.87,13.20
05-18,2021,Spring 2023,10:00,19.68,0.137,0.00,56.30,14.02
05-18,2021,Spring 2023,11:00,21.68,0.137,0.00,44.55,15.34
05-18,2021,Spring 2023,12:00,22.94,0.137,0.00,38.92,16.94
05-18,2021,Spring 2023,13:00,23.63,0.137,0.00,37.80,18.66
05-18,2021,Spring 2023,14:00,24.21,0.138,0.00,37.22,20.27
05-18,2021,Spring 2023,15:00,24.86,0.138,0.00,37.35,21.55
05-18,2021,Spring 2023,16:00,25.11,0.138,0.00,37.55,22.47
05-18,2021,Spring 2023,17:00,25.30,0.138,0.00,38.79,22.28
05-18,2021,Spring 2023,18:00,25.51,0.138,0.00,39.44,22.12
05-18,2021,Spring 2023,19:00,24.85,0.138,0.00,41.69,22.21
05-18,2021,Spring 2023,20:00,23.90,0.138,0.00,44.92,21.88
05-18,2021,Spring 2023,21:00,22.74,0.137,0.00,48.59,21.27
05-18,2021,Spring 2023,22:00,20.86,0.137,0.00,54.63,20.58
05-18,2021,Spring 2023,23:00,18.98,0.137,0.00,61.11,19.83
05-18,2021,Spring 2023,24:00,18.21,0.136,0.00,61.15,19.13
05-19,2021,Spring 2023,01:00,17.74,0.136,0.00,55.33,18.53
05-19,2021,Spring 2023,02:00,16.65,0.136,0.00,55.34,17.98
05-19,2021,Spring 2023,03:00,15.82,0.136,0.00,57.16,17.46
05-19,2021,Spring 2023,04:00,15.06,0.135,0.00,60.37,16.99
05-19,2021,Spring 2023,05:00,14.61,0.135,0.00,64.56,16.54
05-19,2021,Spring 2023,06:00,13.67,0.135,0.00,70.78,16.13
05-19,2021,Spring 2023,07:00,14.04,0.135,0.00,71.34,15.77
05-19,2021,Spring 2023,08:00,15.23,0.135,0.00,69.78,15.56
05-19,2021,Spring 2023,09:00,17.96,0.135,0.00,65.59,15.62
05-19,2021,Spring 2023,10:00,21.61,0.135,0.00,57.86,16.16
05-19,2021,Spring 2023,11:00,23.58,0.135,0.00,51.93,17.03
05-19,2021,Spring 2023,12:00,25.32,0.136,0.00,48.43,18.16
05-19,2021,Spring 2023,13:00,26.14,0.136,0.00,43.75,19.55
05-19,2021,Spring 2023,14:00,26.94,0.136,0.00,41.70,20.78
05-19,2021,Spring 2023,15:00,27.47,0.136,0.00,40.07,21.86
05-19,2021,Spring 2023,16:00,27.52,0.136,0.00,38.86,22.62
05-19,2021,Spring 2023,17:00,26.82,0.136,0.00,41.09,22.68
05-19,2021,Spring 2023,18:00,26.42,0.136,0.00,44.42,22.48
05-19,2021,Spring 2023,19:00,25.13,0.136,0.00,49.39,22.25
05-19,2021,Spring 2023,20:00,24.27,0.135,0.00,55.14,21.80
05-19,2021,Spring 2023,21:00,23.38,0.135,0.00,58.59,21.36
05-19,2021,Spring 2023,22:00,20.85,0.135,0.00,69.41,20.86
05-19,2021,Spring 2023,23:00,18.68,0.135,0.00,79.48,20.25
05-19,2021,Spring 2023,24:00,18.06,0.134,0.00,83.30,19.65
05-20,2021,Spring 2023,01:00,17.74,0.134,0.00,86.40,19.12
05-20,2021,Spring 2023,02:00,17.66,0.134,0.00,87.80,18.70
05-20,2021,Spring 2023,03:00,18.07,0.134,0.00,81.60,18.36
05-20,2021,Spring 2023,04:00,17.77,0.134,0.00,82.30,18.07
05-20,2021,Spring 2023,05:00,17.10,0.134,0.00,84.70,17.83
05-20,2021,Spring 2023,06:00,16.97,0.134,0.00,85.20,17.59
05-20,2021,Spring 2023,07:00,17.26,0.133,0.00,80.40,17.38
05-20,2021,Spring 2023,08:00,18.14,0.133,0.00,76.94,17.21
05-20,2021,Spring 2023,09:00,19.59,0.133,0.00,74.77,17.20
05-20,2021,Spring 2023,10:00,21.66,0.134,0.00,70.90,17.41
05-20,2021,Spring 2023,11:00,24.25,0.134,0.00,61.33,17.91
05-20,2021,Spring 2023,12:00,26.77,0.134,0.00,50.36,18.93
05-20,2021,Spring 2023,13:00,27.97,0.134,0.00,44.02,20.49
05-20,2021,Spring 2023,14:00,28.68,0.134,0.00,40.24,21.90
05-20,2021,Spring 2023,15:00,28.86,0.134,0.00,39.09,22.87
05-20,2021,Spring 2023,16:00,29.54,0.135,0.00,37.57,23.39
05-20,2021,Spring 2023,17:00,29.51,0.135,0.00,37.10,23.47
05-20,2021,Spring 2023,18:00,29.48,0.135,0.00,36.50,23.49
05-20,2021,Spring 2023,19:00,29.10,0.134,0.00,36.45,23.50
05-20,2021,Spring 2023,20:00,28.39,0.134,0.00,38.64,23.27
05-20,2021,Spring 2023,21:00,25.84,0.134,0.00,49.75,22.85
05-20,2021,Spring 2023,22:00,22.88,0.133,0.00,62.20,22.28
05-20,2021,Spring 2023,23:00,24.10,0.133,0.00,52.76,21.65
05-20,2021,Spring 2023,24:00,23.56,0.133,0.00,50.34,21.11
05-21,2021,Spring 2023,01:00,22.35,0.133,0.00,53.32,20.63
05-21,2021,Spring 2023,02:00,20.26,0.132,0.00,60.88,20.15
05-21,2021,Spring 2023,03:00,18.85,0.132,0.00,66.62,19.65
05-21,2021,Spring 2023,04:00,16.73,0.132,0.00,77.94,19.17
05-21,2021,Spring 2023,05:00,15.30,0.132,0.00,85.70,18.68
05-21,2021,Spring 2023,06:00,15.03,0.131,0.00,86.50,18.22
05-21,2021,Spring 2023,07:00,15.04,0.131,0.00,86.30,17.80
05-21,2021,Spring 2023,08:00,18.08,0.131,0.00,74.77,17.50
05-21,2021,Spring 2023,09:00,22.59,0.132,0.00,58.92,17.63
05-21,2021,Spring 2023,10:00,24.84,0.132,0.00,52.95,18.30
05-21,2021,Spring 2023,11:00,26.62,0.132,0.00,47.70,19.34
05-21,2021,Spring 2023,12:00,27.78,0.132,0.00,44.35,20.72
05-21,2021,Spring 2023,13:00,28.10,0.132,0.00,42.46,22.08
05-21,2021,Spring 2023,14:00,28.51,0.132,0.00,40.20,23.04
05-21,2021,Spring 2023,15:00,28.80,0.132,0.00,36.51,23.98
05-21,2021,Spring 2023,16:00,29.40,0.132,0.00,33.69,24.52
05-21,2021,Spring 2023,17:00,29.85,0.133,0.00,32.46,24.51
05-21,2021,Spring 2023,18:00,29.75,0.132,0.00,31.52,24.52
05-21,2021,Spring 2023,19:00,29.53,0.132,0.00,31.37,24.68
05-21,2021,Spring 2023,20:00,28.51,0.132,0.00,32.77,24.60
05-21,2021,Spring 2023,21:00,26.84,0.132,0.00,38.00,24.11
05-21,2021,Spring 2023,22:00,24.57,0.131,0.00,45.85,23.41
05-21,2021,Spring 2023,23:00,22.29,0.131,0.00,55.05,22.65
05-21,2021,Spring 2023,24:00,20.13,0.131,0.00,64.27,21.96
05-22,2021,Spring 2023,01:00,18.72,0.130,0.00,72.77,21.33
05-22,2021,Spring 2023,02:00,18.14,0.130,0.00,77.49,20.80
05-22,2021,Spring 2023,03:00,18.28,0.130,0.00,74.49,20.32
05-22,2021,Spring 2023,04:00,17.18,0.130,0.00,83.60,19.89
05-22,2021,Spring 2023,05:00,17.09,0.130,0.00,84.60,19.50
05-22,2021,Spring 2023,06:00,17.20,0.129,0.00,82.00,19.19
05-22,2021,Spring 2023,07:00,17.10,0.129,0.00,84.70,18.92
05-22,2021,Spring 2023,08:00,17.86,0.129,0.00,82.90,18.72
05-22,2021,Spring 2023,09:00,19.93,0.129,0.00,69.55,18.65
05-22,2021,Spring 2023,10:00,20.70,0.129,0.00,67.22,18.70
05-22,2021,Spring 2023,11:00,21.09,0.129,0.00,67.50,18.78
05-22,2021,Spring 2023,12:00,22.22,0.129,0.00,64.21,18.91
05-22,2021,Spring 2023,13:00,25.44,0.129,0.00,56.24,19.63
05-22,2021,Spring 2023,14:00,26.87,0.130,0.00,52.25,21.56
05-22,2021,Spring 2023,15:00,27.23,0.130,0.00,50.13,22.70
05-22,2021,Spring 2023,16:00,28.77,0.130,0.00,45.26,23.20
05-22,2021,Spring 2023,17:00,28.99,0.130,0.00,44.36,23.39
05-22,2021,Spring 2023,18:00,28.87,0.130,0.00,44.03,23.55
05-22,2021,Spring 2023,19:00,29.06,0.130,0.00,43.40,23.84
05-22,2021,Spring 2023,20:00,28.05,0.130,0.00,44.55,24.01
05-22,2021,Spring 2023,21:00,26.52,0.129,0.00,49.16,23.72
05-22,2021,Spring 2023,22:00,24.14,0.129,0.00,56.79,23.11
05-22,2021,Spring 2023,23:00,21.44,0.128,0.00,68.05,22.40
05-22,2021,Spring 2023,24:00,19.52,0.128,0.00,78.15,21.71
05-23,2021,Spring 2023,01:00,18.61,0.128,0.00,83.20,21.09
05-23,2021,Spring 2023,02:00,17.48,0.128,0.00,90.00,20.53
05-23,2021,Spring 2023,03:00,17.27,0.128,0.00,90.70,20.02
05-23,2021,Spring 2023,04:00,18.47,0.127,0.00,82.50,19.59
05-23,2021,Spring 2023,05:00,20.46,0.127,0.00,71.34,19.32
05-23,2021,Spring 2023,06:00,20.65,0.127,0.00,72.15,19.17
05-23,2021,Spring 2023,07:00,20.78,0.127,0.00,74.02,19.08
05-23,2021,Spring 2023,08:00,20.90,0.127,0.00,75.32,19.02
05-23,2021,Spring 2023,09:00,21.83,0.127,0.00,74.85,19.10
05-23,2021,Spring 2023,10:00,23.60,0.127,0.00,70.02,19.55
05-23,2021,Spring 2023,11:00,25.46,0.127,0.00,63.33,20.53
05-23,2021,Spring 2023,12:00,27.08,0.127,0.00,57.73,21.88
05-23,2021,Spring 2023,13:00,27.52,0.128,0.00,55.83,23.45
05-23,2021,Spring 2023,14:00,27.56,0.128,0.00,55.25,24.66
05-23,2021,Spring 2023,15:00,27.04,0.128,0.00,57.79,25.19
05-23,2021,Spring 2023,16:00,25.38,0.127,0.00,68.89,25.17
05-23,2021,Spring 2023,17:00,21.80,0.127,0.25,86.50,24.80
05-23,2021,Spring 2023,18:00,17.48,0.127,0.00,92.20,24.06
